ItemID,Sentiment,SentimentSource,SentimentText
1028,negative,Sentiment140, going to master classes without my car... I miss you my VW!!!
1029,positive,Sentiment140,"- goingg to sleep  school , then out for pizzaa!"
1030,negative,Sentiment140, gonna miss jesse mccartney live stream from kiss concert cuz i have to babysit. figures they dont have internet klfjhadsklfhk fml
1031,positive,Sentiment140," Gonna WoW for a bit. Later, Twitter &lt;3"
1032,negative,Sentiment140, good luck!!
1033,positive,Sentiment140, good morning lovely!
1034,positive,Sentiment140, good morning/afternoon. Things will be great today.
1035,positive,Sentiment140, @only1fe FF @TommyBlack @djksly @Wordsmithmusic&lt;--FF them!Tommy- CHi ALLday K-sly..FLY!!JUNCITY! MANHATTAN!ATL OWWW! ; ) wordsmith fiyah!
1036,positive,Sentiment140, @pageoneresults Online reality blogging &amp; tweets... My Life On the Social Media D-List
1037,positive,Sentiment140,"- @paul_a_smith - ooh, but Clean Sheet Day is awesome!! Woo!  hope youe feeling better now?"
1038,negative,Sentiment140,"- @PJ - @alexjreid family friend who died is also my old art teacher  very sad, he was a madcap teacher we all liked"
1039,positive,Sentiment140, @rabbitroodle  I think Ie won the battle over the impending *crud*. Enjoy your drive this AM
1040,positive,Sentiment140,- @rainboweffect Crickey can think that far ahead - think getting to 2009 followers is pretty ambitious
1041,positive,Sentiment140," @reidstott Coffee keeps me running. In fact, without coffee, I wouldn get any exercise at all http://tr.im/mNkZ"
1042,positive,Sentiment140, @remysoon
1043,negative,Sentiment140, @saharabloom got off lazy bum and did Chalean burn intervals. I turned a fascinating shade of puce. Wondered where all the oxygen went .
1044,positive,Sentiment140,- @samshafer I bookmarked it and will check it out after I get some sleep. Thanks Sam!
1045,negative,Sentiment140, @shanedawson i sad now i leave for 2 hours and u didn even miss me  anywho um i still luv u and whats with getting a frozen turkey?
1046,positive,Sentiment140, @ShannonHerod &quot;It is always your next move.&quot; Napoleon Hil http://tr.im/mR0u
1047,positive,Sentiment140, @sonjatweet ur hot
1048,positive,Sentiment140," @ssandall That it! Removing bots is like weeding a garden. Not fun, but must be done... eventually!"
1049,positive,Sentiment140, @TheNotoriousJEN
1050,positive,Sentiment140, @tjwriter Hubby has Briso on DVD.  I haven seen it all yet but I enjoy it. I saw Army of Darkness and Evil Dead because of Hubs too.
1051,positive,Sentiment140,"- @ToothFairyHeavn What a considerate Tooth Fairy you are, checking to make sure you didn miss anyone. "
1052,positive,Sentiment140,@vangeest We are perfectly on schedule- Nobody is waisting time today  (Don mention the Sun again;) Dedicated audience
1053,positive,Sentiment140," @yhf My twenties: Look, a bed! WONDER WHAT WE CAN DO. My thirties: Look, a be--ZZZZZZZZZZZzz http://tr.im/n88N"
1054,negative,Sentiment140," @YMPtweet @Spiral_galaxy but so badly no one does , i know that there is much more but that what i got so far"
1055,positive,Sentiment140," @Zaius13 If it weren for unspeakable things, I don know what I do. http://tr.im/mX1N"
1056,positive,Sentiment140, _BellaCullen18_  ie been ok just got through crying with leah * frowns at the thought* we were talking about our dead fathers
1057,positive,Sentiment140, ~ cooking!!!
1058,positive,Sentiment140, ~ ncis!!!
1059,positive,Sentiment140,- 1 follower WOW!
1060,positive,Sentiment140, 100 followers!  YAY!
1061,positive,Sentiment140, 11:11 makee a wishhh ;)&lt;3 GOODNIGHT
1062,positive,Sentiment140, 11:11. I know what I wishing for!
1063,positive,Sentiment140,- 155 days until the JBoncert in Milan!!!!I guarding my tickets
1064,negative,Sentiment140," 2 days of this month left, and I only have 400MB left on my onpeak downloads."
1065,negative,Sentiment140, 2 more weeks of classes and 1 week of exam blockk then HOLIDAYS!!! holland and then on to australia x
1066,negative,Sentiment140, 2 weeks!!!!
1067,positive,Sentiment140, 21 days of no twittering and i back. -.- i think.
1068,negative,Sentiment140, 2morrow last day of skool! i gonna miss everyone thats leaving and specially you mel mel! bye bye! good night twitters!! &lt;3
1069,positive,Sentiment140, 30 lbs lost since Feb. Still have a lot more to go.
1070,negative,Sentiment140," 4 more minutes of lunchtime left, bad times. But my @jonasbrothers album has arrived. Yay."
1071,positive,Sentiment140," Good Night ! Okay, I got really nothing to say."
1072,positive,Sentiment140, Good night! Arrgghhhh 5-2 B.P. Do work boys!
1073,positive,Sentiment140, good to hear from you
1074,positive,Sentiment140, good weekend
1075,negative,Sentiment140, Goodbye CWG of my life.
1076,negative,Sentiment140, goodbye hair length
1077,positive,Sentiment140,- goodnight  ! math&amp;spanish finals tomorrow. spanish should be easy. woo.
1078,positive,Sentiment140, gooooood morning my twitter friends!  Have a nice sunday
1079,positive,Sentiment140, Gossip girl tonight!!!
1080,negative,Sentiment140, got burned really bad due to constantly being too wet to reapply sunscreen
1081,positive,Sentiment140, Got Escala new album now.  Ts very good
1082,positive,Sentiment140, Got new photoshop magazine but I need my Dad portable CD drive to use the CD with the pics on it D: I think I stuck there tomorrow
1083,negative,Sentiment140, got sunburnt today. another day in paradise! been for 2 swims in the ship pool!
1084,negative,Sentiment140, got to work at 7:00am! ughhhh longgg day ahead of me!
1085,positive,Sentiment140, gotta love her. glad she had fun. looking forward to the beach w/ her!
1086,negative,Sentiment140," Graveyard charged my card twice (one correct total, one random amt) from last night #atltweet tweetup. Check your accounts!"
1087,negative,Sentiment140, great  just fucking great
1088,positive,Sentiment140,- Great day people-watching in Berkeley with my bro  I love him.
1089,negative,Sentiment140, Great Falls Tribune story  only talks of scouts in title. Story theme is Be prepared when back country  traveling. http://bit.ly/8cRXR
1090,negative,Sentiment140, great my dad locked himself out of his car n its on... N we are 5 hours from home
1091,positive,Sentiment140, great nite
1092,positive,Sentiment140," Great tights, good outfit! http://lookbook.nu/look/160916"
1093,negative,Sentiment140," great, got to do a fake presentation on explaining how an operating system can be viewed as an event driven application, i dont get it :S"
1094,positive,Sentiment140, Great.  ? http://blip.fm/~7df6m
1095,negative,Sentiment140, Great...rosie was sooo close to getting her long overdue osie daybut now has to wait.....til another day...sadness
1096,negative,Sentiment140,- grr youe changed. i don like it. you haven called me momo in a week
1097,negative,Sentiment140," grrrrr. why can they just go away for like 2 days! haha. this is stupid. i have to pack for mexico, bye! =]"
1098,negative,Sentiment140, gud bye laptop!! damn!!my mom will confiscate my laptop on june 23!!( soo saadd!!
1099,negative,Sentiment140, guess it gonna be a lonely night for me.. Someone save me please!
1100,negative,Sentiment140, guess who im missing
1101,negative,Sentiment140, gutted i hope it comes soon !
1102,negative,Sentiment140, guys are pricks. gonna have an early night and cry til i fall asleep. fuck you all.
1103,negative,Sentiment140, h dont know who to go to teh movies with Sir. Lolz alot ^o^
1104,positive,Sentiment140," had a good night, love my best buds in the world!!! adamcheeeserosie"
1105,positive,Sentiment140, had a Really good night!!! Stoked for things to come!!!
1106,positive,Sentiment140, had an ok day. it went by fast.
1107,negative,Sentiment140, Had to buy a pair of wellies. Still in denial that it gonna rain at Download.
1108,negative,Sentiment140, had to buy corney ass capri&quot;s ughhhhhhhhhhh now im hungry
1109,negative,Sentiment140, had to cancel a great day I had ahead of me today.....
1110,negative,Sentiment140, had yo come home early cos i ran out of money I WANT A FUCKING JOB AND THERE NONE OUT THERE FUCK FUCK FUCKITY FUCK FUCK
1111,positive,Sentiment140, hah! @jonloverobot that was awesome. just listened to you. pretty cool!  i love for crying out loud.
1112,positive,Sentiment140, haha I really did and I about to call music unlimited tomorrow for  Simon..tryin to be like ROD ;)
1113,negative,Sentiment140, 6........tomorrow  a new day...
1114,positive,Sentiment140, 63/100 for my MSC120 Assignment that was incomplete!!!! Relief
1115,negative,Sentiment140, a baby fell flat on his face and started bawling because of me  forgot that he is wobbley!
1116,negative,Sentiment140," A doctor who performed late-term abortions in the US, was shot in his church http://twitzap.com/u/jiQ"
1117,negative,Sentiment140," a kid at my school got an internship at a photography studio... im going to sleep, today was very stressful and depressing.."
1118,negative,Sentiment140, About to leave Newcastle ):
1119,positive,Sentiment140, actually I might be crazy ause I love my job.
1120,positive,Sentiment140," actually quite happy toady. apart from the agony all over my body, and not being able to go outside :L done some revising so all gd "
1121,positive,Sentiment140, ah belhblehbleh the familys watching a moviee and yes imm beingg a computerr nerd :p and i wish jerkface would wake up onee daaayyyy!!!!
1122,negative,Sentiment140, ah I can stop crying I hate seein my dog having attacks
1123,negative,Sentiment140, ah well im sure wel be fine
1124,negative,Sentiment140, ahhh I have no more tissues and I look like a blow fish from crying.....ahhh I stressed the fuck out
1125,negative,Sentiment140, ahhh this sucks
1126,negative,Sentiment140, ahhhhh this is the worst thing to ever happen to me
1127,negative,Sentiment140, ahhhhhh supernatural S4E22 is finished!!!! I like to watch Season 5 now. make the season 5 already con!!!
1128,negative,Sentiment140, alex gaskarth is so amazing and to shop with him would be great. but nooo we have to go to the movies to go see stupid hannie montannie!
1129,negative,Sentiment140," All I want to do is watch an awesome new (to me) show, and the internet mocks me. Oh, it mocks me hard. Suck it, internet.   "
1130,negative,Sentiment140, all my bestfriends are leaving!
1131,negative,Sentiment140, all my friends seem to be with kittens or eating ice cream. this monday is for the birds.
1132,negative,Sentiment140, all my texts were deleted by landi :/ i miss certain ones a lotttt
1133,negative,Sentiment140, all my work is completed and i passing everything. now all i have to stress over is exams. u.s. one tomorrow.  &lt;33 4 days.
1134,negative,Sentiment140, all that carpet cleaning for nothing... the carpets smell bad now at the old house. We have to call a carpet cleaner.
1135,negative,Sentiment140, all the firends i make in the airport has to leave before i do...
1136,negative,Sentiment140, all the messages i saved in my voicemail box are gone! Now i have nothing to listen to..
1137,negative,Sentiment140, alllways raining in aberdeen here i come sunnnnshine
1138,positive,Sentiment140," alright back onto being bored. going to bed any time soon, have to get up early."
1139,negative,Sentiment140, am I a loner?
1140,negative,Sentiment140, Am racit...
1141,negative,Sentiment140, Am wondering why riendsare telling me me to shut it - when actually i have barely said anything...
1142,negative,Sentiment140, amy hit me cos i call her drink lady
1143,negative,Sentiment140, and a shocker for those who left sytycd tonight. One run cut too short.
1144,positive,Sentiment140, and hug@ladypn: &quot;Is there a waiting line to get into Club Blip? ;) &quot; ? http://blip.fm/~7d2a5
1145,positive,Sentiment140, and I dunno why but with you I dance in a storm in my best dress.
1146,negative,Sentiment140, AND maths exam tomorrow; just to make life even bettter....
1147,negative,Sentiment140, and our second flight is canceled.
1148,positive,Sentiment140,- Annnnnd @CarlaNix  website has LAUNCHED :: http://carlaynix.com :: Bookmark it &amp; check back often. Itinerary 2 b added soon!
1149,negative,Sentiment140,- another dbl shift tomorrow.. on Father day  which means: minimal time with gpa. the illest man ever :[
1150,negative,Sentiment140," 2pm, lunchtime is over and da boss is back in town..."
1151,negative,Sentiment140, 3.2 PTR possibly this week. That makes me a sad panda. I spent 4k gold total to level my enchanting and I won be able to farm titanium.
1152,negative,Sentiment140, 30stm playin at london tommorow &amp; only london in england
1153,negative,Sentiment140, 4 reallyy??? #PakCricket
1154,positive,Sentiment140,- 5 days to the musical  i gonna dance wow WOW wow it gonna be something like High School Musical ihihih xoxo Petia
1155,negative,Sentiment140, 60 followers NOW!  .....yesterday 62
1156,negative,Sentiment140, 68 new results in 5 minutes; replies for @DavidArchie.  Hel never get a chance to reply.
1157,negative,Sentiment140,- 8 DAYS TILL SCHOOL HOLIDAYS END
1158,negative,Sentiment140,- a bit depressed after checking the local weather forecast - 9 out of the next 10 days are forecasted to be rainy. The tenth is cloudy.
1159,positive,Sentiment140, a goodmorning back at cha @moovmnt
1160,negative,Sentiment140, a lot of hacks is garena server but the games there are fun
1161,positive,Sentiment140, a perfect weekend
1162,positive,Sentiment140, a pony clop-clopping down the hill (heard him long before i saw him). this would so not happen in Brooklyn barring a cop on horseback.
1163,negative,Sentiment140," adam ong, if ur reading this anywhere, i tried followin u back but twitter said ur page doesnt exist anymore?"
1164,positive,Sentiment140, adorei zoffitcha hj... dps ponho foto no tpic. GOODNIGHT TWITTERS =]
1165,negative,Sentiment140, after next wednesday i wont be able to snuggle with lilly when i go to bed. she the BEST dog ever.
1166,negative,Sentiment140," After turning my fan club into a religion, it lost two members."
1167,negative,Sentiment140, again..cause india is definitely out.. ==
1168,negative,Sentiment140, Ah well I having enough fun playing with 3.0 which I got LEGALLY. *Shakes his head at people who got it illegaly*
1169,negative,Sentiment140,"-- ahhh! No, no, no...I do not have time to be sick this week! Go awwwaaayy! Bah! "
1170,positive,Sentiment140, aint i supposed to be happy ...
1171,negative,Sentiment140," alas, my feet hurt from the trek home (no pun intended &gt;_&gt;)"
1172,negative,Sentiment140," Alexa isn feeling well. Daddy went and picked her up from Gram house, and I heading out to take her to the doctors. Poor baby."
1173,positive,Sentiment140," all done., time to finally start shuting down"
1174,negative,Sentiment140, all good things must come to an end.. bye bye Hamptons
1175,negative,Sentiment140, All i can say is DAM IT TO HELL!!!!!!!!!!!!
1176,negative,Sentiment140, all I have to say is sorry =\ &amp;&amp; even though were still togther I feel so far apart...
1177,positive,Sentiment140," all smiles. im fairly hapy with what has happened yesterday, even though some other had to put a damper  on things *cough*"
1178,positive,Sentiment140,- all the snow is gone... that didn take long...
1179,negative,Sentiment140, all this time i thought my electric blanky was turned on TURNS out it wasnt FAIL
1180,positive,Sentiment140, almost done wit the painting tired as crap. Sleep time.&quot;in love with u&quot;- ziggy marley and erykah badu
1181,negative,Sentiment140, almost done with my dark roast with double espresso....need more....zooooooooom #imjustsayin
1182,negative,Sentiment140,-- almost wishing i didnt volunteer to teach VBS this yr. i do need a break
1183,negative,Sentiment140, Alone and invisible
1184,negative,Sentiment140, aloneeeeeeeee
1185,positive,Sentiment140," also made a masterful roast dinner, followed by apple crumble! .. Yum need gym this week though!"
1186,negative,Sentiment140, Alton towers with the school on Friday  although we need to leave at 5am
1187,positive,Sentiment140, am 200 updates in Twitter #stats
1188,positive,Sentiment140, am i too immature for a 16 year old? I just really like Ninja ponies..that have only 3 legs.
1189,positive,Sentiment140, haha. Someone i don even know made me laugh. ryan ross = win.
1190,negative,Sentiment140, hair looks dorky. Oh well.
1191,negative,Sentiment140, hand ball again by wynne.. Dc scores on penalty.. BS 3-3
1192,positive,Sentiment140, Hanging out with Steven Mohler on Sunday! ah :]
1193,negative,Sentiment140, hangover not good..
1194,positive,Sentiment140, happy birthday to me and mom! Why am i always the first one up? So here i am falling off the bed cuz someone is a bed hog
1195,positive,Sentiment140, happy face.
1196,negative,Sentiment140, happy hour ended! Bummer in the summer. I guess I have to ride my bike back to carson.
1197,positive,Sentiment140, happy that its sunny
1198,positive,Sentiment140, happy to see him
1199,positive,Sentiment140, happy with the way thing are goingg
1200,positive,Sentiment140," Happy, knowing my friends are still my friends."
1201,positive,Sentiment140, happy. spending time with mum
1202,negative,Sentiment140, harsh shisha
1203,negative,Sentiment140, has got no phone fr cupla days so facebook me (inbox) gt no laptop only ifone wf no sim x
1204,positive,Sentiment140,- Has Just Got Up &amp;+ Is Listening To Good Charlotte
1205,negative,Sentiment140,- has obvisously just lost the game yet again...
1206,positive,Sentiment140, has something very special in mind &lt;333
1207,negative,Sentiment140, hate my life..hate coming home..
1208,negative,Sentiment140, hates the fact that she has to work instead of going dress shopping with my cousin!!!
1209,negative,Sentiment140,- hates waiting and equally hates job hunting!
1210,negative,Sentiment140, have a headache...
1211,positive,Sentiment140, Have a Nice Day!
1212,positive,Sentiment140, have a nice day... cause i will!
1213,negative,Sentiment140, Have sooo much to revbise I don even get to go church. Boo to exams
1214,negative,Sentiment140, have to get up a 3:00am tomorrow
1215,negative,Sentiment140, have to take car to mechanic fml.  #talesfrmsurbs
1216,positive,Sentiment140, havent updated in forever
1217,negative,Sentiment140, havin a bad hair day ; an the weather is not helpin my mood at all !! ..
1218,positive,Sentiment140, havin fun my friend?
1219,negative,Sentiment140,- having a bad day !
1220,negative,Sentiment140," Having a terrible day, hope everyone else is doing better off than we are at the store."
1221,negative,Sentiment140, having the biggest thought right now
1222,negative,Sentiment140, having to get tooth pulled - on the bright side problem solved
1223,negative,Sentiment140,- having to stay up and watch my sister throw up. she is so very hammered. and this is really not fun...  long night for me. hmmm.
1224,negative,Sentiment140, he didn answer and his voicemail box is full.  Dammit.
1225,positive,Sentiment140,"- Healthy Butcher, exclusive cheese, sexy bread, lovely beer, some super sparkly wine &amp; Apple fucking Tango are all inside my belly "
1226,positive,Sentiment140, Heard it on Pandora because that site is THAT cool http://bit.ly/C5Ja3
1227,positive,Sentiment140, hee hee. your so weird. and i did NOT shiver.
1228,negative,Sentiment140, Heroes is losing it momentum ): come on writers pick it up!!!
1229,positive,Sentiment140," Hey Terri! The game isn too expensive, but over time, youl have made quite an investment..."
1230,positive,Sentiment140, hey...i back..if someone want to talk.. here i am.
1231,negative,Sentiment140, hiccuuppsss
1232,negative,Sentiment140," his gone for a month in the middle of winter... first day and im lost already... 1 down, 29 to go.... hurry up"
1233,negative,Sentiment140, History Final Review..Still Not Done.
1234,negative,Sentiment140, hm.. Can I be the nut?
1235,positive,Sentiment140, hmm emotionless
1236,negative,Sentiment140, hmph...text me...
1237,positive,Sentiment140, Home finally.Making fettuccine and relaxing my sore feetsies!
1238,positive,Sentiment140, Home sweet home (: finally back XD
1239,positive,Sentiment140, homeish lol..hella fun day  .. Thanks leela thai  .. Thanks paul.. Thanks michelle mufid Cristina kittykat  .. Awkward moose ?
1240,negative,Sentiment140, another year older
1241,positive,Sentiment140, any comment on the latest star trek movie? is it nice?
1242,positive,Sentiment140," any day now, any way now. I Shall Be Released."
1243,negative,Sentiment140, Anyone have any connections to getting SOLD OUT tix for Duran Duran at The Fillmore???!
1244,positive,Sentiment140, AP IMPACT: Alternative medicine goes mainstream http://u.mavrev.com/8kn0
1245,negative,Sentiment140,-- Apparently I have to wait til June 5  I want some of Paolo Candy nooooooooow
1246,negative,Sentiment140, apple counting the kama sutra as objectionable/abscene? http://bit.ly/bHJG8
1247,negative,Sentiment140, apple counting the kama sutra as objectionable/obscene? http://bit.ly/bHJG8
1248,negative,Sentiment140, Apple has delayed the release of OS3! http://bit.ly/2lwpll
1249,positive,Sentiment140, Apple store... BBL ~
1250,negative,Sentiment140," are selena gomez &amp; taylor lautner going out, that just ruined my day"
1251,positive,Sentiment140, Are you going to be taking photographs tonight??? :O
1252,positive,Sentiment140, ARRRRRRGGGH!   I cant wait till next weeeeeeeeek!
1253,negative,Sentiment140," at david eddings dieing, a brilliant author and will miss his skilled penmanship"
1254,positive,Sentiment140, AT LAST!! Successful deployment complete.  Soo.....what do I do now?
1255,negative,Sentiment140, At least one dead in shooting by militia at potesters in Azadi Sq in Tehran: http://tinyurl.com/nsvx6q #IranElection
1256,negative,Sentiment140, at tegus x 2 days only
1257,negative,Sentiment140,- at the apple store again today because Jonathan did not wake up early and now needs his phone.
1258,negative,Sentiment140, at the clouds and the threat of rain in Savusavu!
1259,negative,Sentiment140, at work until 4
1260,positive,Sentiment140, At work.. having a postive attitude!!
1261,negative,Sentiment140, Athens landmark Georgia Theater  on fire... http://bit.ly/EOL7s
1262,negative,Sentiment140," aw , he had to get off the phone *sigh* oh well. time to go masturbate now &gt;_&gt; Or call adam..idk. Goodnight."
1263,negative,Sentiment140, aw my loopt didn upload the pic. I wanted 2 show u guys the art.
1264,positive,Sentiment140, awesome
1265,positive,Sentiment140, awesome day! soooooooooooooo happy &lt;3
1266,positive,Sentiment140," awesome! Man, I miss you. I woke up thinking about you....it looks like youe been in my dreams!"
1267,positive,Sentiment140, Awesome. &lt;3 TEDDY! &lt;3
1268,positive,Sentiment140, aww dont make me blush!
1269,negative,Sentiment140, aww i already did
1270,negative,Sentiment140, aww I just saw a decapitated baby dear on the side of the road that made me sad.
1271,negative,Sentiment140, awww i hope u can get it.
1272,negative,Sentiment140, awww man. This suckd
1273,positive,Sentiment140, Baby strampelt fast im Takt (New Soul - Yael Naim)
1274,negative,Sentiment140, back from native...
1275,positive,Sentiment140," back here, I was busy xD Wirting Stars Loves, almos 400 pages xD and listenint AFH and TV "
1276,negative,Sentiment140, back pain again!! calls for another therapy (annoyed) http://plurk.com/p/13c7l9
1277,negative,Sentiment140, back to sch tmr
1278,negative,Sentiment140, Back to school on Monday...Well I did get an iPod Touch. @shmuxel + @randomized180 See yah tomorrow then I guess
1279,negative,Sentiment140, bad day
1280,negative,Sentiment140, bad day already
1281,negative,Sentiment140, bad headache
1282,negative,Sentiment140, bad mood. work soon. 9 hour shift wtf. sometimes i wish i had an another job.
1283,negative,Sentiment140, bad night bad times i hate the police and alcohol. and btw katie cw scores are added on they mean very little.
1284,negative,Sentiment140," bah, I getting a bit sick of people whining on the internet."
1285,negative,Sentiment140, bandom has spoiled me rotten and now I feeling very emo. WHY SO FEW GOOD FRUITS BASKET FICS WHY.
1286,negative,Sentiment140," battery is low boooooooo in Palm Springs, CA http://loopt.us/2SljBw.t"
1287,positive,Sentiment140, hope you all are having a good day/night.............. :-D
1288,negative,Sentiment140, hoping that the 3rd time is lucky and my Formal photos can up load on facebook without a crash.
1289,negative,Sentiment140, How 2 get OCDer 2 eat more than 1-2 meals a day? We could take him off meds &amp; watch him slowly fall apart again but he eat like a horse
1290,negative,Sentiment140, how can someone hurt someone soo much ........aspecially to family!!!!
1291,negative,Sentiment140, how horrible  R.I.P Georgia Theater
1292,negative,Sentiment140, HOW is this possible? I demand a justification. No way can I stand a day of this at work tomorrow.
1293,negative,Sentiment140, how much longer is this going to go on?
1294,negative,Sentiment140, how much rain can we take?
1295,negative,Sentiment140, http://bit.ly/t8sGF  I hope she starts taking care of herself &lt;3
1296,negative,Sentiment140, http://img207.imageshack.us/my.php?image=wpcl10670s.jpg her songs are so perfect.
1297,negative,Sentiment140, http://tinyurl.com/llb9vf Poor boy was autistic &amp; loved water. Wish I could say he died with what he loved. But drowning awful.
1298,negative,Sentiment140, hurt my foot whilst doin exercise.... I got cramp and now it hurts if it has too much pressure on it...
1299,negative,Sentiment140, i actually do nat like my life at times like this  want to actually jst go and throw myself off a bridge.
1300,positive,Sentiment140, i agree @OasisStasis
1301,positive,Sentiment140, i am back
1302,positive,Sentiment140," I AM BORED, and ew. My dog just killed an insect!"
1303,negative,Sentiment140, i am crying you all a river...
1304,positive,Sentiment140, I am falling in love with Stockington - such a witty wise meow meow!! ^^
1305,positive,Sentiment140, i am musical today!
1306,negative,Sentiment140, I am not awake yet and I don get to workout until this afternoon because I have to go to the Nashville airport.
1307,negative,Sentiment140," i am so sick of this. i have chest pains, stomach pains, sickness and im exhausted :( y cant they make me better?"
1308,positive,Sentiment140, i am very happy today! and i don why?
1309,negative,Sentiment140, I ate too much. Now I can sleep because I feel sick...and there are a lot of sirens.
1310,positive,Sentiment140, i beat you video on youtube
1311,negative,Sentiment140,"- I can almost hear my wallet saying &quot;I here, I here!&quot;... but I can find her!  "
1312,negative,Sentiment140, I can already tell that it going to be one of *those* days...
1313,negative,Sentiment140, I can find my eye shadow pursh!! :(
1314,negative,Sentiment140, I can deal with this again...
1315,negative,Sentiment140,- I can find my name badge
1316,negative,Sentiment140, i cant get kristen srewart to add me lol she prob  thinks im a stalker lol
1317,negative,Sentiment140, I can get my new picture to show up
1318,negative,Sentiment140, i can go. too much to do.
1319,negative,Sentiment140, I can hear a damn word that TBS is singing
1320,negative,Sentiment140, I cant make it today
1321,negative,Sentiment140, I Cant Stand Ma Brother He Got The New Jordans I Want... *tear*
1322,negative,Sentiment140, I can wait til my lil man is here...11 more weeks!
1323,positive,Sentiment140, i can wait to go home and watch danny phantom! While talking to stephen
1324,positive,Sentiment140, I can wait to go to Las Vegas! 20 more days! OMG!
1325,positive,Sentiment140, I Cant wait to watch britians got talent !!!!!! I dont like holly :O
1326,negative,Sentiment140,- i could have stayed...  - CELL
1327,negative,Sentiment140," I did not get to see Beth, Rachel or Ginny today.... Il see them tomorrow."
1328,negative,Sentiment140, i didnt get head boy. Oh well...x
1329,negative,Sentiment140," i didn get to cook, instead had dogs... it was ok, i guess. kinda tired but not sleepy :-s btw i so &lt;3 my new book lol"
1330,negative,Sentiment140, I dislike myself right now. Maybe A Letter To You will help a bit. Gonna lay down : /
1331,negative,Sentiment140, AM meetings suck!!
1332,negative,Sentiment140, am so upset but i wont tell you!
1333,negative,Sentiment140, am suddenly v. v. sad and tired. :\ also - can anyone think of great hero anthems? counterpart to heroine: http://snurl.com/kixxt
1334,positive,Sentiment140, amazing people ---&gt;  @geogurl @christophermc @feiticeira @bittersweetm #followfriday
1335,positive,Sentiment140, An online number lets family and friends call you at local rates wherever you are in the world. Loving Skype http://is.gd/tsgM
1336,negative,Sentiment140, And I have to get going #MCRchat
1337,negative,Sentiment140, And so it begins again... Il be at Subway if you need me. Sigh sigh sigh.
1338,negative,Sentiment140,- Animal Crossing crashed on me after 50 minutes of work.  At least I still have my silver shovel.
1339,negative,Sentiment140, another day of running!! ......Today is fresh to death Friday (everyday is fresh to death Friday 4 me) Ha Ha lol!!!!
1340,negative,Sentiment140, Another eye infection. My left eye is contaminated I swear. I get eye infections every month haha.
1341,negative,Sentiment140, another one... and ill expect more to come... way to go dy... aarrrrggghhhhh!
1342,negative,Sentiment140, another Saturday without MO. Glad Rachel is coming over!
1343,negative,Sentiment140, ants are evil!
1344,positive,Sentiment140,"- Anyone else on Dropshots? My id is katjrobertson  It password protected tho, so ul have 2 ask me. http://dropshots.com/katjrobertson"
1345,negative,Sentiment140, apparently going to rain. Please Don rain. stay sunny. please  x
1346,negative,Sentiment140, APPARENTLY YOU ONLY NEED LIKE 10 LINES ON THE LAST QUESTION! I DID A WHOLE PAGE! UGGGGGGGHHHH
1347,negative,Sentiment140, arghhhhhhhhhhhhhhh
1348,positive,Sentiment140, Arizona Real Estate Specialist - View ALL HOMES for sale in arizona on my website FREE http://www.nicholasmcconnell.com Coldwell Banker
1349,negative,Sentiment140, as my old comp duied on me 2 weeks ago ... but not to fear i will find a way to post up music no matter what
1350,positive,Sentiment140,- At a cabaret with my family; I love them!! .. In my comfort zone
1351,negative,Sentiment140, at Atl trance scene.
1352,positive,Sentiment140,- at home eating mcdonalds cinnamelts &amp;&amp; a oreo frosty.
1353,negative,Sentiment140, at Katy Perry delaying her Birmingham gig for nearly 3 months.
1354,negative,Sentiment140, At least today is ok.
1355,positive,Sentiment140,- at my grandmas eating good.
1356,negative,Sentiment140, at the doctors. -Ian
1357,negative,Sentiment140," at the hosp, waiting on my taxi. Been waitin over 30 mins now. Can believe i crying :/"
1358,positive,Sentiment140, at the manila right now.
1359,negative,Sentiment140, at when Pac got shot in vegas
1360,negative,Sentiment140, at work
1361,negative,Sentiment140, at work... *tears*
1362,negative,Sentiment140, aw damn somebody hit tiffany on nxt weeks episode or somethin?? Hellllllll no I def watchin nxt week lol
1363,negative,Sentiment140, aw i hate my heart sooo soo much. but it ok.
1364,negative,Sentiment140,"- aw, just missed Kim Possible...  "
1365,negative,Sentiment140," awwe it over. But for shuch a short storm we had it all, thunder, lightning, wind, a little bit of rain, &amp; a  brief blackout. More!"
1366,negative,Sentiment140, Awww cmon moodswings..
1367,negative,Sentiment140, babe i miss you! How was wet nwild?
1368,negative,Sentiment140, baby ethans leaving for the PI tomorrow.
1369,negative,Sentiment140, baby. I so sorry your back hurts. Maybe when you come here i can oil you up and rub you down ;)
1370,negative,Sentiment140, back freakin hurts.
1371,positive,Sentiment140, back from shower.
1372,negative,Sentiment140, back to college for me now havnt had any sleep very tierd! hope its nice and sunny 2day
1373,positive,Sentiment140, back to hotel. time to start work
1374,negative,Sentiment140, back to maths. i wish i could stab it. but at least i have another red bull
1375,negative,Sentiment140, BB is on again soon..... ARGH!!
1376,positive,Sentiment140, BBL ppl ~ have to go to school~
1377,negative,Sentiment140, being grounded sucks
1378,negative,Sentiment140, belllly ache.
1379,negative,Sentiment140, bestee went to get pamperd wit out me (sike) she invited me but me not in the mood. i still &lt;3 her tho!!!!
1380,negative,Sentiment140,- Beth left  Man oh man. Wanted to go tanning today. But I dont think that im going to be able to. Makes me sad. Boo hoo.
